!Sample_title	!Sample_geo_accession	!Sample_status	!Sample_submission_date	!Sample_last_update_date	!Sample_type	!Sample_channel_count	!Sample_source_name_ch1	!Sample_organism_ch1	!Sample_characteristics_ch1	!Sample_characteristics_ch1	!Sample_molecule_ch1	!Sample_extract_protocol_ch1	!Sample_extract_protocol_ch1	!Sample_taxid_ch1	!Sample_data_processing	!Sample_data_processing	!Sample_data_processing	!Sample_data_processing	!Sample_data_processing	!Sample_data_processing	!Sample_platform_id	!Sample_contact_name	!Sample_contact_email	!Sample_contact_department	!Sample_contact_institute	!Sample_contact_address	!Sample_contact_city	!Sample_contact_zip/postal_code	!Sample_contact_country	!Sample_data_row_count	!Sample_instrument_model	!Sample_library_selection	!Sample_library_source	!Sample_library_strategy	!Sample_relation	!Sample_relation	!Sample_supplementary_file_1	!series_matrix_table_begin	ID_REF	!Sample	sample id	group
metastasized cancer AMC_10-3	GSM1228227	Public on Aug 31 2014	Sep 11 2013	May 15 2019	SRA	1	metastasized cancer	Homo sapiens	tissue: metastatic colorectal cancer to the liver	ajcc stage: Stage IV	total RNA	Total RNA was isolated by RNeasy Mini Kit (Qiagen, CA, USA), according to the manufacturer's protocol. The quality and integrity of the RNA were confirmed by agarose gel electrophoresis and ethidium bromide staining, followed by visual examination under ultraviolet light.	Sequencing library was prepared using TruSeq RNA Sample Preparation kit v2 (Illumina, CA, USA) according to the manufacturer’s protocols. Briefly, mRNA was purified from total RNA using poly-T oligo-attached magnetic beads, fragmented, and converted into cDNAs. Then, adapters were ligated and the fragments were amplified on a PCR.	9606	Base calling was performed by Illumina Genome Studio(V2010.1).	A reference genome sequence data of Homo sapiens was obtained from University of California Santa Cruz (UCSC) Genome Browser Gateway (assembly ID: hg19). Reference genome index was built by using bowtie2-build component of Bowtie2 (ver. 2.0, http://bowtie-bio.sourceforge.net/bowtie2) and SAMtools (ver. 0.1.18, http://samtools.sourceforge.net/).	To estimate average and standard deviation of fragment size of paired-end reads, reference transcriptome was generated by MakeTranscriptome component of USeq tool (ver. 8.4.4, http://useq.sourceforge.net/). Then, generated reference transcriptome was indexed by Novoindex followed by reads mapping to transcriptome and measurements of average and standard deviation of fragment size in paired-end reads using Novoalign provided by Novocraft software (ver. 2.8.3, http://www.novocraft.com/). Tophat2 was applied to tissue samples for mapping reads to reference genome and estimated average and standard deviation of fragment size of each sample were used as parameters of Tophat2.	The fragments  per  kilobase  of  transcript  per  million  fragments  mapped (FPKM) of each sample was estimated by Cufflinks software (V2.0.2).	Genome_build: hg19	Supplementary_files_format_and_content: tab-delimited text format with FPFM values	GPL11154	Seon-Kyu,,Kim	seonkyu@kribb.re.kr	Personalized Genomic Medicine Research Center	Korea Research Institutue of Bioscience & Biotechnology	125 Gwahak-ro, Yuseong-gu, Daejeon 305-806, Korea	Daejeon	305-806	South Korea	0	Illumina HiSeq 2000	cDNA	transcriptomic	RNA-Seq	BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN02353248	SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX347930	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1228nnn/GSM1228227/suppl/GSM1228227_AMC_10.3_FPKM.txt.gz		GSM1228227	metastasized cancer AMC	10	3
metastasized cancer AMC_12-3	GSM1228228	Public on Aug 31 2014	Sep 11 2013	May 15 2019	SRA	1	metastasized cancer	Homo sapiens	tissue: metastatic colorectal cancer to the liver	ajcc stage: Stage IV	total RNA	Total RNA was isolated by RNeasy Mini Kit (Qiagen, CA, USA), according to the manufacturer's protocol. The quality and integrity of the RNA were confirmed by agarose gel electrophoresis and ethidium bromide staining, followed by visual examination under ultraviolet light.	Sequencing library was prepared using TruSeq RNA Sample Preparation kit v2 (Illumina, CA, USA) according to the manufacturer’s protocols. Briefly, mRNA was purified from total RNA using poly-T oligo-attached magnetic beads, fragmented, and converted into cDNAs. Then, adapters were ligated and the fragments were amplified on a PCR.	9606	Base calling was performed by Illumina Genome Studio(V2010.1).	A reference genome sequence data of Homo sapiens was obtained from University of California Santa Cruz (UCSC) Genome Browser Gateway (assembly ID: hg19). Reference genome index was built by using bowtie2-build component of Bowtie2 (ver. 2.0, http://bowtie-bio.sourceforge.net/bowtie2) and SAMtools (ver. 0.1.18, http://samtools.sourceforge.net/).	To estimate average and standard deviation of fragment size of paired-end reads, reference transcriptome was generated by MakeTranscriptome component of USeq tool (ver. 8.4.4, http://useq.sourceforge.net/). Then, generated reference transcriptome was indexed by Novoindex followed by reads mapping to transcriptome and measurements of average and standard deviation of fragment size in paired-end reads using Novoalign provided by Novocraft software (ver. 2.8.3, http://www.novocraft.com/). Tophat2 was applied to tissue samples for mapping reads to reference genome and estimated average and standard deviation of fragment size of each sample were used as parameters of Tophat2.	The fragments  per  kilobase  of  transcript  per  million  fragments  mapped (FPKM) of each sample was estimated by Cufflinks software (V2.0.2).	Genome_build: hg19	Supplementary_files_format_and_content: tab-delimited text format with FPFM values	GPL11154	Seon-Kyu,,Kim	seonkyu@kribb.re.kr	Personalized Genomic Medicine Research Center	Korea Research Institutue of Bioscience & Biotechnology	125 Gwahak-ro, Yuseong-gu, Daejeon 305-806, Korea	Daejeon	305-806	South Korea	0	Illumina HiSeq 2000	cDNA	transcriptomic	RNA-Seq	BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN02353272	SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX347931	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1228nnn/GSM1228228/suppl/GSM1228228_AMC_12.3_FPKM.txt.gz		GSM1228228	metastasized cancer AMC	12	3
metastasized cancer AMC_13-3	GSM1228229	Public on Aug 31 2014	Sep 11 2013	May 15 2019	SRA	1	metastasized cancer	Homo sapiens	tissue: metastatic colorectal cancer to the liver	ajcc stage: Stage IV	total RNA	Total RNA was isolated by RNeasy Mini Kit (Qiagen, CA, USA), according to the manufacturer's protocol. The quality and integrity of the RNA were confirmed by agarose gel electrophoresis and ethidium bromide staining, followed by visual examination under ultraviolet light.	Sequencing library was prepared using TruSeq RNA Sample Preparation kit v2 (Illumina, CA, USA) according to the manufacturer’s protocols. Briefly, mRNA was purified from total RNA using poly-T oligo-attached magnetic beads, fragmented, and converted into cDNAs. Then, adapters were ligated and the fragments were amplified on a PCR.	9606	Base calling was performed by Illumina Genome Studio(V2010.1).	A reference genome sequence data of Homo sapiens was obtained from University of California Santa Cruz (UCSC) Genome Browser Gateway (assembly ID: hg19). Reference genome index was built by using bowtie2-build component of Bowtie2 (ver. 2.0, http://bowtie-bio.sourceforge.net/bowtie2) and SAMtools (ver. 0.1.18, http://samtools.sourceforge.net/).	To estimate average and standard deviation of fragment size of paired-end reads, reference transcriptome was generated by MakeTranscriptome component of USeq tool (ver. 8.4.4, http://useq.sourceforge.net/). Then, generated reference transcriptome was indexed by Novoindex followed by reads mapping to transcriptome and measurements of average and standard deviation of fragment size in paired-end reads using Novoalign provided by Novocraft software (ver. 2.8.3, http://www.novocraft.com/). Tophat2 was applied to tissue samples for mapping reads to reference genome and estimated average and standard deviation of fragment size of each sample were used as parameters of Tophat2.	The fragments  per  kilobase  of  transcript  per  million  fragments  mapped (FPKM) of each sample was estimated by Cufflinks software (V2.0.2).	Genome_build: hg19	Supplementary_files_format_and_content: tab-delimited text format with FPFM values	GPL11154	Seon-Kyu,,Kim	seonkyu@kribb.re.kr	Personalized Genomic Medicine Research Center	Korea Research Institutue of Bioscience & Biotechnology	125 Gwahak-ro, Yuseong-gu, Daejeon 305-806, Korea	Daejeon	305-806	South Korea	0	Illumina HiSeq 2000	cDNA	transcriptomic	RNA-Seq	BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN02353259	SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX347932	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1228nnn/GSM1228229/suppl/GSM1228229_AMC_13.3_FPKM.txt.gz		GSM1228229	metastasized cancer AMC	13	3
metastasized cancer AMC_17-3	GSM1228230	Public on Aug 31 2014	Sep 11 2013	May 15 2019	SRA	1	metastasized cancer	Homo sapiens	tissue: metastatic colorectal cancer to the liver	ajcc stage: Stage IV	total RNA	Total RNA was isolated by RNeasy Mini Kit (Qiagen, CA, USA), according to the manufacturer's protocol. The quality and integrity of the RNA were confirmed by agarose gel electrophoresis and ethidium bromide staining, followed by visual examination under ultraviolet light.	Sequencing library was prepared using TruSeq RNA Sample Preparation kit v2 (Illumina, CA, USA) according to the manufacturer’s protocols. Briefly, mRNA was purified from total RNA using poly-T oligo-attached magnetic beads, fragmented, and converted into cDNAs. Then, adapters were ligated and the fragments were amplified on a PCR.	9606	Base calling was performed by Illumina Genome Studio(V2010.1).	A reference genome sequence data of Homo sapiens was obtained from University of California Santa Cruz (UCSC) Genome Browser Gateway (assembly ID: hg19). Reference genome index was built by using bowtie2-build component of Bowtie2 (ver. 2.0, http://bowtie-bio.sourceforge.net/bowtie2) and SAMtools (ver. 0.1.18, http://samtools.sourceforge.net/).	To estimate average and standard deviation of fragment size of paired-end reads, reference transcriptome was generated by MakeTranscriptome component of USeq tool (ver. 8.4.4, http://useq.sourceforge.net/). Then, generated reference transcriptome was indexed by Novoindex followed by reads mapping to transcriptome and measurements of average and standard deviation of fragment size in paired-end reads using Novoalign provided by Novocraft software (ver. 2.8.3, http://www.novocraft.com/). Tophat2 was applied to tissue samples for mapping reads to reference genome and estimated average and standard deviation of fragment size of each sample were used as parameters of Tophat2.	The fragments  per  kilobase  of  transcript  per  million  fragments  mapped (FPKM) of each sample was estimated by Cufflinks software (V2.0.2).	Genome_build: hg19	Supplementary_files_format_and_content: tab-delimited text format with FPFM values	GPL11154	Seon-Kyu,,Kim	seonkyu@kribb.re.kr	Personalized Genomic Medicine Research Center	Korea Research Institutue of Bioscience & Biotechnology	125 Gwahak-ro, Yuseong-gu, Daejeon 305-806, Korea	Daejeon	305-806	South Korea	0	Illumina HiSeq 2000	cDNA	transcriptomic	RNA-Seq	BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN02353263	SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX347933	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1228nnn/GSM1228230/suppl/GSM1228230_AMC_17.3_FPKM.txt.gz		GSM1228230	metastasized cancer AMC	17	3
metastasized cancer AMC_18-3	GSM1228231	Public on Aug 31 2014	Sep 11 2013	May 15 2019	SRA	1	metastasized cancer	Homo sapiens	tissue: metastatic colorectal cancer to the liver	ajcc stage: Stage IV	total RNA	Total RNA was isolated by RNeasy Mini Kit (Qiagen, CA, USA), according to the manufacturer's protocol. The quality and integrity of the RNA were confirmed by agarose gel electrophoresis and ethidium bromide staining, followed by visual examination under ultraviolet light.	Sequencing library was prepared using TruSeq RNA Sample Preparation kit v2 (Illumina, CA, USA) according to the manufacturer’s protocols. Briefly, mRNA was purified from total RNA using poly-T oligo-attached magnetic beads, fragmented, and converted into cDNAs. Then, adapters were ligated and the fragments were amplified on a PCR.	9606	Base calling was performed by Illumina Genome Studio(V2010.1).	A reference genome sequence data of Homo sapiens was obtained from University of California Santa Cruz (UCSC) Genome Browser Gateway (assembly ID: hg19). Reference genome index was built by using bowtie2-build component of Bowtie2 (ver. 2.0, http://bowtie-bio.sourceforge.net/bowtie2) and SAMtools (ver. 0.1.18, http://samtools.sourceforge.net/).	To estimate average and standard deviation of fragment size of paired-end reads, reference transcriptome was generated by MakeTranscriptome component of USeq tool (ver. 8.4.4, http://useq.sourceforge.net/). Then, generated reference transcriptome was indexed by Novoindex followed by reads mapping to transcriptome and measurements of average and standard deviation of fragment size in paired-end reads using Novoalign provided by Novocraft software (ver. 2.8.3, http://www.novocraft.com/). Tophat2 was applied to tissue samples for mapping reads to reference genome and estimated average and standard deviation of fragment size of each sample were used as parameters of Tophat2.	The fragments  per  kilobase  of  transcript  per  million  fragments  mapped (FPKM) of each sample was estimated by Cufflinks software (V2.0.2).	Genome_build: hg19	Supplementary_files_format_and_content: tab-delimited text format with FPFM values	GPL11154	Seon-Kyu,,Kim	seonkyu@kribb.re.kr	Personalized Genomic Medicine Research Center	Korea Research Institutue of Bioscience & Biotechnology	125 Gwahak-ro, Yuseong-gu, Daejeon 305-806, Korea	Daejeon	305-806	South Korea	0	Illumina HiSeq 2000	cDNA	transcriptomic	RNA-Seq	BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN02353279	SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX347934	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1228nnn/GSM1228231/suppl/GSM1228231_AMC_18.3_FPKM.txt.gz		GSM1228231	metastasized cancer AMC	18	3
metastasized cancer AMC_19-3	GSM1228232	Public on Aug 31 2014	Sep 11 2013	May 15 2019	SRA	1	metastasized cancer	Homo sapiens	tissue: metastatic colorectal cancer to the liver	ajcc stage: Stage IV	total RNA	Total RNA was isolated by RNeasy Mini Kit (Qiagen, CA, USA), according to the manufacturer's protocol. The quality and integrity of the RNA were confirmed by agarose gel electrophoresis and ethidium bromide staining, followed by visual examination under ultraviolet light.	Sequencing library was prepared using TruSeq RNA Sample Preparation kit v2 (Illumina, CA, USA) according to the manufacturer’s protocols. Briefly, mRNA was purified from total RNA using poly-T oligo-attached magnetic beads, fragmented, and converted into cDNAs. Then, adapters were ligated and the fragments were amplified on a PCR.	9606	Base calling was performed by Illumina Genome Studio(V2010.1).	A reference genome sequence data of Homo sapiens was obtained from University of California Santa Cruz (UCSC) Genome Browser Gateway (assembly ID: hg19). Reference genome index was built by using bowtie2-build component of Bowtie2 (ver. 2.0, http://bowtie-bio.sourceforge.net/bowtie2) and SAMtools (ver. 0.1.18, http://samtools.sourceforge.net/).	To estimate average and standard deviation of fragment size of paired-end reads, reference transcriptome was generated by MakeTranscriptome component of USeq tool (ver. 8.4.4, http://useq.sourceforge.net/). Then, generated reference transcriptome was indexed by Novoindex followed by reads mapping to transcriptome and measurements of average and standard deviation of fragment size in paired-end reads using Novoalign provided by Novocraft software (ver. 2.8.3, http://www.novocraft.com/). Tophat2 was applied to tissue samples for mapping reads to reference genome and estimated average and standard deviation of fragment size of each sample were used as parameters of Tophat2.	The fragments  per  kilobase  of  transcript  per  million  fragments  mapped (FPKM) of each sample was estimated by Cufflinks software (V2.0.2).	Genome_build: hg19	Supplementary_files_format_and_content: tab-delimited text format with FPFM values	GPL11154	Seon-Kyu,,Kim	seonkyu@kribb.re.kr	Personalized Genomic Medicine Research Center	Korea Research Institutue of Bioscience & Biotechnology	125 Gwahak-ro, Yuseong-gu, Daejeon 305-806, Korea	Daejeon	305-806	South Korea	0	Illumina HiSeq 2000	cDNA	transcriptomic	RNA-Seq	BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN02353280	SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX347935	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1228nnn/GSM1228232/suppl/GSM1228232_AMC_19.3_FPKM.txt.gz		GSM1228232	metastasized cancer AMC	19	3
metastasized cancer AMC_20-3	GSM1228233	Public on Aug 31 2014	Sep 11 2013	May 15 2019	SRA	1	metastasized cancer	Homo sapiens	tissue: metastatic colorectal cancer to the liver	ajcc stage: Stage IV	total RNA	Total RNA was isolated by RNeasy Mini Kit (Qiagen, CA, USA), according to the manufacturer's protocol. The quality and integrity of the RNA were confirmed by agarose gel electrophoresis and ethidium bromide staining, followed by visual examination under ultraviolet light.	Sequencing library was prepared using TruSeq RNA Sample Preparation kit v2 (Illumina, CA, USA) according to the manufacturer’s protocols. Briefly, mRNA was purified from total RNA using poly-T oligo-attached magnetic beads, fragmented, and converted into cDNAs. Then, adapters were ligated and the fragments were amplified on a PCR.	9606	Base calling was performed by Illumina Genome Studio(V2010.1).	A reference genome sequence data of Homo sapiens was obtained from University of California Santa Cruz (UCSC) Genome Browser Gateway (assembly ID: hg19). Reference genome index was built by using bowtie2-build component of Bowtie2 (ver. 2.0, http://bowtie-bio.sourceforge.net/bowtie2) and SAMtools (ver. 0.1.18, http://samtools.sourceforge.net/).	To estimate average and standard deviation of fragment size of paired-end reads, reference transcriptome was generated by MakeTranscriptome component of USeq tool (ver. 8.4.4, http://useq.sourceforge.net/). Then, generated reference transcriptome was indexed by Novoindex followed by reads mapping to transcriptome and measurements of average and standard deviation of fragment size in paired-end reads using Novoalign provided by Novocraft software (ver. 2.8.3, http://www.novocraft.com/). Tophat2 was applied to tissue samples for mapping reads to reference genome and estimated average and standard deviation of fragment size of each sample were used as parameters of Tophat2.	The fragments  per  kilobase  of  transcript  per  million  fragments  mapped (FPKM) of each sample was estimated by Cufflinks software (V2.0.2).	Genome_build: hg19	Supplementary_files_format_and_content: tab-delimited text format with FPFM values	GPL11154	Seon-Kyu,,Kim	seonkyu@kribb.re.kr	Personalized Genomic Medicine Research Center	Korea Research Institutue of Bioscience & Biotechnology	125 Gwahak-ro, Yuseong-gu, Daejeon 305-806, Korea	Daejeon	305-806	South Korea	0	Illumina HiSeq 2000	cDNA	transcriptomic	RNA-Seq	BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN02353282	SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX347936	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1228nnn/GSM1228233/suppl/GSM1228233_AMC_20.3_FPKM.txt.gz		GSM1228233	metastasized cancer AMC	20	3
metastasized cancer AMC_21-3	GSM1228234	Public on Aug 31 2014	Sep 11 2013	May 15 2019	SRA	1	metastasized cancer	Homo sapiens	tissue: metastatic colorectal cancer to the liver	ajcc stage: Stage IV	total RNA	Total RNA was isolated by RNeasy Mini Kit (Qiagen, CA, USA), according to the manufacturer's protocol. The quality and integrity of the RNA were confirmed by agarose gel electrophoresis and ethidium bromide staining, followed by visual examination under ultraviolet light.	Sequencing library was prepared using TruSeq RNA Sample Preparation kit v2 (Illumina, CA, USA) according to the manufacturer’s protocols. Briefly, mRNA was purified from total RNA using poly-T oligo-attached magnetic beads, fragmented, and converted into cDNAs. Then, adapters were ligated and the fragments were amplified on a PCR.	9606	Base calling was performed by Illumina Genome Studio(V2010.1).	A reference genome sequence data of Homo sapiens was obtained from University of California Santa Cruz (UCSC) Genome Browser Gateway (assembly ID: hg19). Reference genome index was built by using bowtie2-build component of Bowtie2 (ver. 2.0, http://bowtie-bio.sourceforge.net/bowtie2) and SAMtools (ver. 0.1.18, http://samtools.sourceforge.net/).	To estimate average and standard deviation of fragment size of paired-end reads, reference transcriptome was generated by MakeTranscriptome component of USeq tool (ver. 8.4.4, http://useq.sourceforge.net/). Then, generated reference transcriptome was indexed by Novoindex followed by reads mapping to transcriptome and measurements of average and standard deviation of fragment size in paired-end reads using Novoalign provided by Novocraft software (ver. 2.8.3, http://www.novocraft.com/). Tophat2 was applied to tissue samples for mapping reads to reference genome and estimated average and standard deviation of fragment size of each sample were used as parameters of Tophat2.	The fragments  per  kilobase  of  transcript  per  million  fragments  mapped (FPKM) of each sample was estimated by Cufflinks software (V2.0.2).	Genome_build: hg19	Supplementary_files_format_and_content: tab-delimited text format with FPFM values	GPL11154	Seon-Kyu,,Kim	seonkyu@kribb.re.kr	Personalized Genomic Medicine Research Center	Korea Research Institutue of Bioscience & Biotechnology	125 Gwahak-ro, Yuseong-gu, Daejeon 305-806, Korea	Daejeon	305-806	South Korea	0	Illumina HiSeq 2000	cDNA	transcriptomic	RNA-Seq	BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN02353284	SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX347937	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1228nnn/GSM1228234/suppl/GSM1228234_AMC_21.3_FPKM.txt.gz		GSM1228234	metastasized cancer AMC	21	3
metastasized cancer AMC_22-3	GSM1228235	Public on Aug 31 2014	Sep 11 2013	May 15 2019	SRA	1	metastasized cancer	Homo sapiens	tissue: metastatic colorectal cancer to the liver	ajcc stage: Stage IV	total RNA	Total RNA was isolated by RNeasy Mini Kit (Qiagen, CA, USA), according to the manufacturer's protocol. The quality and integrity of the RNA were confirmed by agarose gel electrophoresis and ethidium bromide staining, followed by visual examination under ultraviolet light.	Sequencing library was prepared using TruSeq RNA Sample Preparation kit v2 (Illumina, CA, USA) according to the manufacturer’s protocols. Briefly, mRNA was purified from total RNA using poly-T oligo-attached magnetic beads, fragmented, and converted into cDNAs. Then, adapters were ligated and the fragments were amplified on a PCR.	9606	Base calling was performed by Illumina Genome Studio(V2010.1).	A reference genome sequence data of Homo sapiens was obtained from University of California Santa Cruz (UCSC) Genome Browser Gateway (assembly ID: hg19). Reference genome index was built by using bowtie2-build component of Bowtie2 (ver. 2.0, http://bowtie-bio.sourceforge.net/bowtie2) and SAMtools (ver. 0.1.18, http://samtools.sourceforge.net/).	To estimate average and standard deviation of fragment size of paired-end reads, reference transcriptome was generated by MakeTranscriptome component of USeq tool (ver. 8.4.4, http://useq.sourceforge.net/). Then, generated reference transcriptome was indexed by Novoindex followed by reads mapping to transcriptome and measurements of average and standard deviation of fragment size in paired-end reads using Novoalign provided by Novocraft software (ver. 2.8.3, http://www.novocraft.com/). Tophat2 was applied to tissue samples for mapping reads to reference genome and estimated average and standard deviation of fragment size of each sample were used as parameters of Tophat2.	The fragments  per  kilobase  of  transcript  per  million  fragments  mapped (FPKM) of each sample was estimated by Cufflinks software (V2.0.2).	Genome_build: hg19	Supplementary_files_format_and_content: tab-delimited text format with FPFM values	GPL11154	Seon-Kyu,,Kim	seonkyu@kribb.re.kr	Personalized Genomic Medicine Research Center	Korea Research Institutue of Bioscience & Biotechnology	125 Gwahak-ro, Yuseong-gu, Daejeon 305-806, Korea	Daejeon	305-806	South Korea	0	Illumina HiSeq 2000	cDNA	transcriptomic	RNA-Seq	BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN02353281	SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX347938	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1228nnn/GSM1228235/suppl/GSM1228235_AMC_22.3_FPKM.txt.gz		GSM1228235	metastasized cancer AMC	22	3
metastasized cancer AMC_23-3	GSM1228236	Public on Aug 31 2014	Sep 11 2013	May 15 2019	SRA	1	metastasized cancer	Homo sapiens	tissue: metastatic colorectal cancer to the liver	ajcc stage: Stage IV	total RNA	Total RNA was isolated by RNeasy Mini Kit (Qiagen, CA, USA), according to the manufacturer's protocol. The quality and integrity of the RNA were confirmed by agarose gel electrophoresis and ethidium bromide staining, followed by visual examination under ultraviolet light.	Sequencing library was prepared using TruSeq RNA Sample Preparation kit v2 (Illumina, CA, USA) according to the manufacturer’s protocols. Briefly, mRNA was purified from total RNA using poly-T oligo-attached magnetic beads, fragmented, and converted into cDNAs. Then, adapters were ligated and the fragments were amplified on a PCR.	9606	Base calling was performed by Illumina Genome Studio(V2010.1).	A reference genome sequence data of Homo sapiens was obtained from University of California Santa Cruz (UCSC) Genome Browser Gateway (assembly ID: hg19). Reference genome index was built by using bowtie2-build component of Bowtie2 (ver. 2.0, http://bowtie-bio.sourceforge.net/bowtie2) and SAMtools (ver. 0.1.18, http://samtools.sourceforge.net/).	To estimate average and standard deviation of fragment size of paired-end reads, reference transcriptome was generated by MakeTranscriptome component of USeq tool (ver. 8.4.4, http://useq.sourceforge.net/). Then, generated reference transcriptome was indexed by Novoindex followed by reads mapping to transcriptome and measurements of average and standard deviation of fragment size in paired-end reads using Novoalign provided by Novocraft software (ver. 2.8.3, http://www.novocraft.com/). Tophat2 was applied to tissue samples for mapping reads to reference genome and estimated average and standard deviation of fragment size of each sample were used as parameters of Tophat2.	The fragments  per  kilobase  of  transcript  per  million  fragments  mapped (FPKM) of each sample was estimated by Cufflinks software (V2.0.2).	Genome_build: hg19	Supplementary_files_format_and_content: tab-delimited text format with FPFM values	GPL11154	Seon-Kyu,,Kim	seonkyu@kribb.re.kr	Personalized Genomic Medicine Research Center	Korea Research Institutue of Bioscience & Biotechnology	125 Gwahak-ro, Yuseong-gu, Daejeon 305-806, Korea	Daejeon	305-806	South Korea	0	Illumina HiSeq 2000	cDNA	transcriptomic	RNA-Seq	BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN02353283	SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX347939	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1228nnn/GSM1228236/suppl/GSM1228236_AMC_23.3_FPKM.txt.gz		GSM1228236	metastasized cancer AMC	23	3
metastasized cancer AMC_24-3	GSM1228237	Public on Aug 31 2014	Sep 11 2013	May 15 2019	SRA	1	metastasized cancer	Homo sapiens	tissue: metastatic colorectal cancer to the liver	ajcc stage: Stage IV	total RNA	Total RNA was isolated by RNeasy Mini Kit (Qiagen, CA, USA), according to the manufacturer's protocol. The quality and integrity of the RNA were confirmed by agarose gel electrophoresis and ethidium bromide staining, followed by visual examination under ultraviolet light.	Sequencing library was prepared using TruSeq RNA Sample Preparation kit v2 (Illumina, CA, USA) according to the manufacturer’s protocols. Briefly, mRNA was purified from total RNA using poly-T oligo-attached magnetic beads, fragmented, and converted into cDNAs. Then, adapters were ligated and the fragments were amplified on a PCR.	9606	Base calling was performed by Illumina Genome Studio(V2010.1).	A reference genome sequence data of Homo sapiens was obtained from University of California Santa Cruz (UCSC) Genome Browser Gateway (assembly ID: hg19). Reference genome index was built by using bowtie2-build component of Bowtie2 (ver. 2.0, http://bowtie-bio.sourceforge.net/bowtie2) and SAMtools (ver. 0.1.18, http://samtools.sourceforge.net/).	To estimate average and standard deviation of fragment size of paired-end reads, reference transcriptome was generated by MakeTranscriptome component of USeq tool (ver. 8.4.4, http://useq.sourceforge.net/). Then, generated reference transcriptome was indexed by Novoindex followed by reads mapping to transcriptome and measurements of average and standard deviation of fragment size in paired-end reads using Novoalign provided by Novocraft software (ver. 2.8.3, http://www.novocraft.com/). Tophat2 was applied to tissue samples for mapping reads to reference genome and estimated average and standard deviation of fragment size of each sample were used as parameters of Tophat2.	The fragments  per  kilobase  of  transcript  per  million  fragments  mapped (FPKM) of each sample was estimated by Cufflinks software (V2.0.2).	Genome_build: hg19	Supplementary_files_format_and_content: tab-delimited text format with FPFM values	GPL11154	Seon-Kyu,,Kim	seonkyu@kribb.re.kr	Personalized Genomic Medicine Research Center	Korea Research Institutue of Bioscience & Biotechnology	125 Gwahak-ro, Yuseong-gu, Daejeon 305-806, Korea	Daejeon	305-806	South Korea	0	Illumina HiSeq 2000	cDNA	transcriptomic	RNA-Seq	BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN02353285	SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX347940	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1228nnn/GSM1228237/suppl/GSM1228237_AMC_24.3_FPKM.txt.gz		GSM1228237	metastasized cancer AMC	24	3
