,Run,antibody_used,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,Bytes,Cell_Line,Cell_type,Center Name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,GEO_Accession (exp),Instrument,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,Sample Name,source_name,SRA Study,treatment,geo_id,chip_antibody,differentiation_time_point,msc_donor,donor_id,passage,Biomaterial_provider,disease_state,tissue,Antibody,Condition,replicate,antibody,controls,selected,is_sample,peak_width,has_disease
89,SRR10344787,,ChIP-Seq,50,342477700,PRJNA579487,SAMN13112401,132568879,,human aortic endothelial cell,GEO,public,"fastq,sra","ncbi,gs,s3","ncbi.public,gs.US,s3.us-east-1",SRX7054988,GSM4139516,Illumina HiSeq 4000,SINGLE,ChIP,GENOMIC,Homo sapiens,ILLUMINA,2020-06-02T00:00:00Z,GSM4139516,human aortic endothelial cell_untreated_h327ac,SRP226959,untreated,GSE139377,Active Motif #39135,,,donor41,6 to 10,,,,,,,input,"['SRR10344750', 'SRR10344751', 'SRR10344752', 'SRR10344753', 'SRR10344754', 'SRR10344755', 'SRR10344756', 'SRR10344757', 'SRR10344758', 'SRR10344759', 'SRR10344760', 'SRR10344761', 'SRR10344762', 'SRR10344763', 'SRR10344764', 'SRR10344765', 'SRR10344766', 'SRR10344767', 'SRR10344768', 'SRR10344769', 'SRR10344770', 'SRR10344771', 'SRR10344772', 'SRR10344773', 'SRR10344774', 'SRR10344775', 'SRR10344776', 'SRR10344777', 'SRR10344778', 'SRR10344779', 'SRR10344780', 'SRR10344781', 'SRR10344782', 'SRR10344783', 'SRR10344784', 'SRR10344785', 'SRR10344786', 'SRR10344787', 'SRR10344788', 'SRR10344789', 'SRR10344790', 'SRR10344791', 'SRR10344792', 'SRR10344793', 'SRR10344794', 'SRR10344795', 'SRR10344796', 'SRR10344797']",1,False,,
90,SRR10344788,,ChIP-Seq,50,411525900,PRJNA579487,SAMN13112400,162005427,,human aortic endothelial cell,GEO,public,"fastq,sra","s3,gs,ncbi","gs.US,s3.us-east-1,ncbi.public",SRX7054989,GSM4139517,Illumina HiSeq 4000,SINGLE,ChIP,GENOMIC,Homo sapiens,ILLUMINA,2020-06-02T00:00:00Z,GSM4139517,human aortic endothelial cell_untreated_h327ac,SRP226959,untreated,GSE139377,Active Motif #39135,,,donor41,6 to 10,,,,,,,input,"['SRR10344750', 'SRR10344751', 'SRR10344752', 'SRR10344753', 'SRR10344754', 'SRR10344755', 'SRR10344756', 'SRR10344757', 'SRR10344758', 'SRR10344759', 'SRR10344760', 'SRR10344761', 'SRR10344762', 'SRR10344763', 'SRR10344764', 'SRR10344765', 'SRR10344766', 'SRR10344767', 'SRR10344768', 'SRR10344769', 'SRR10344770', 'SRR10344771', 'SRR10344772', 'SRR10344773', 'SRR10344774', 'SRR10344775', 'SRR10344776', 'SRR10344777', 'SRR10344778', 'SRR10344779', 'SRR10344780', 'SRR10344781', 'SRR10344782', 'SRR10344783', 'SRR10344784', 'SRR10344785', 'SRR10344786', 'SRR10344787', 'SRR10344788', 'SRR10344789', 'SRR10344790', 'SRR10344791', 'SRR10344792', 'SRR10344793', 'SRR10344794', 'SRR10344795', 'SRR10344796', 'SRR10344797']",1,False,,
91,SRR10344789,,ChIP-Seq,50,947977000,PRJNA579487,SAMN13112399,371862504,,human aortic endothelial cell,GEO,public,"sra,fastq","ncbi,s3,gs","s3.us-east-1,gs.US,ncbi.public",SRX7054990,GSM4139518,Illumina HiSeq 4000,SINGLE,ChIP,GENOMIC,Homo sapiens,ILLUMINA,2020-06-02T00:00:00Z,GSM4139518,human aortic endothelial cell_untreated_h327ac,SRP226959,untreated,GSE139377,Active Motif #39135,,,donor43,6 to 10,,,,,,,input,"['SRR10344750', 'SRR10344751', 'SRR10344752', 'SRR10344753', 'SRR10344754', 'SRR10344755', 'SRR10344756', 'SRR10344757', 'SRR10344758', 'SRR10344759', 'SRR10344760', 'SRR10344761', 'SRR10344762', 'SRR10344763', 'SRR10344764', 'SRR10344765', 'SRR10344766', 'SRR10344767', 'SRR10344768', 'SRR10344769', 'SRR10344770', 'SRR10344771', 'SRR10344772', 'SRR10344773', 'SRR10344774', 'SRR10344775', 'SRR10344776', 'SRR10344777', 'SRR10344778', 'SRR10344779', 'SRR10344780', 'SRR10344781', 'SRR10344782', 'SRR10344783', 'SRR10344784', 'SRR10344785', 'SRR10344786', 'SRR10344787', 'SRR10344788', 'SRR10344789', 'SRR10344790', 'SRR10344791', 'SRR10344792', 'SRR10344793', 'SRR10344794', 'SRR10344795', 'SRR10344796', 'SRR10344797']",1,False,,
92,SRR10344790,,ChIP-Seq,50,822716050,PRJNA579487,SAMN13112398,318102645,,human aortic endothelial cell,GEO,public,"sra,fastq","s3,ncbi,gs","gs.US,s3.us-east-1,ncbi.public",SRX7054991,GSM4139519,Illumina HiSeq 4000,SINGLE,ChIP,GENOMIC,Homo sapiens,ILLUMINA,2020-06-02T00:00:00Z,GSM4139519,human aortic endothelial cell_untreated_h327ac,SRP226959,untreated,GSE139377,Active Motif #39135,,,donor43,6 to 10,,,,,,,input,"['SRR10344750', 'SRR10344751', 'SRR10344752', 'SRR10344753', 'SRR10344754', 'SRR10344755', 'SRR10344756', 'SRR10344757', 'SRR10344758', 'SRR10344759', 'SRR10344760', 'SRR10344761', 'SRR10344762', 'SRR10344763', 'SRR10344764', 'SRR10344765', 'SRR10344766', 'SRR10344767', 'SRR10344768', 'SRR10344769', 'SRR10344770', 'SRR10344771', 'SRR10344772', 'SRR10344773', 'SRR10344774', 'SRR10344775', 'SRR10344776', 'SRR10344777', 'SRR10344778', 'SRR10344779', 'SRR10344780', 'SRR10344781', 'SRR10344782', 'SRR10344783', 'SRR10344784', 'SRR10344785', 'SRR10344786', 'SRR10344787', 'SRR10344788', 'SRR10344789', 'SRR10344790', 'SRR10344791', 'SRR10344792', 'SRR10344793', 'SRR10344794', 'SRR10344795', 'SRR10344796', 'SRR10344797']",1,False,,
93,SRR10344791,,ChIP-Seq,50,748913150,PRJNA579487,SAMN13112397,284874858,,human aortic endothelial cell,GEO,public,"fastq,sra","s3,gs,ncbi","s3.us-east-1,gs.US,ncbi.public",SRX7054992,GSM4139520,Illumina HiSeq 4000,SINGLE,ChIP,GENOMIC,Homo sapiens,ILLUMINA,2020-06-02T00:00:00Z,GSM4139520,human aortic endothelial cell_untreated_h327ac,SRP226959,untreated,GSE139377,Active Motif #39135,,,donor44,6 to 10,,,,,,,input,"['SRR10344750', 'SRR10344751', 'SRR10344752', 'SRR10344753', 'SRR10344754', 'SRR10344755', 'SRR10344756', 'SRR10344757', 'SRR10344758', 'SRR10344759', 'SRR10344760', 'SRR10344761', 'SRR10344762', 'SRR10344763', 'SRR10344764', 'SRR10344765', 'SRR10344766', 'SRR10344767', 'SRR10344768', 'SRR10344769', 'SRR10344770', 'SRR10344771', 'SRR10344772', 'SRR10344773', 'SRR10344774', 'SRR10344775', 'SRR10344776', 'SRR10344777', 'SRR10344778', 'SRR10344779', 'SRR10344780', 'SRR10344781', 'SRR10344782', 'SRR10344783', 'SRR10344784', 'SRR10344785', 'SRR10344786', 'SRR10344787', 'SRR10344788', 'SRR10344789', 'SRR10344790', 'SRR10344791', 'SRR10344792', 'SRR10344793', 'SRR10344794', 'SRR10344795', 'SRR10344796', 'SRR10344797']",1,False,,
94,SRR10344792,,ChIP-Seq,50,454300650,PRJNA579487,SAMN13112396,168345536,,human aortic endothelial cell,GEO,public,"fastq,sra","ncbi,s3,gs","s3.us-east-1,gs.US,ncbi.public",SRX7054593,GSM4139521,Illumina HiSeq 4000,SINGLE,ChIP,GENOMIC,Homo sapiens,ILLUMINA,2020-06-02T00:00:00Z,GSM4139521,human aortic endothelial cell_untreated_h327ac,SRP226959,untreated,GSE139377,Active Motif #39135,,,donor46,6 to 10,,,,,,,input,"['SRR10344750', 'SRR10344751', 'SRR10344752', 'SRR10344753', 'SRR10344754', 'SRR10344755', 'SRR10344756', 'SRR10344757', 'SRR10344758', 'SRR10344759', 'SRR10344760', 'SRR10344761', 'SRR10344762', 'SRR10344763', 'SRR10344764', 'SRR10344765', 'SRR10344766', 'SRR10344767', 'SRR10344768', 'SRR10344769', 'SRR10344770', 'SRR10344771', 'SRR10344772', 'SRR10344773', 'SRR10344774', 'SRR10344775', 'SRR10344776', 'SRR10344777', 'SRR10344778', 'SRR10344779', 'SRR10344780', 'SRR10344781', 'SRR10344782', 'SRR10344783', 'SRR10344784', 'SRR10344785', 'SRR10344786', 'SRR10344787', 'SRR10344788', 'SRR10344789', 'SRR10344790', 'SRR10344791', 'SRR10344792', 'SRR10344793', 'SRR10344794', 'SRR10344795', 'SRR10344796', 'SRR10344797']",1,False,,
95,SRR10344793,,ChIP-Seq,50,528768750,PRJNA579487,SAMN13112395,200622189,,human aortic endothelial cell,GEO,public,"sra,fastq","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX7054594,GSM4139522,Illumina HiSeq 4000,SINGLE,ChIP,GENOMIC,Homo sapiens,ILLUMINA,2020-06-02T00:00:00Z,GSM4139522,human aortic endothelial cell_untreated_h327ac,SRP226959,untreated,GSE139377,Active Motif #39135,,,donor47,6 to 10,,,,,,,input,"['SRR10344750', 'SRR10344751', 'SRR10344752', 'SRR10344753', 'SRR10344754', 'SRR10344755', 'SRR10344756', 'SRR10344757', 'SRR10344758', 'SRR10344759', 'SRR10344760', 'SRR10344761', 'SRR10344762', 'SRR10344763', 'SRR10344764', 'SRR10344765', 'SRR10344766', 'SRR10344767', 'SRR10344768', 'SRR10344769', 'SRR10344770', 'SRR10344771', 'SRR10344772', 'SRR10344773', 'SRR10344774', 'SRR10344775', 'SRR10344776', 'SRR10344777', 'SRR10344778', 'SRR10344779', 'SRR10344780', 'SRR10344781', 'SRR10344782', 'SRR10344783', 'SRR10344784', 'SRR10344785', 'SRR10344786', 'SRR10344787', 'SRR10344788', 'SRR10344789', 'SRR10344790', 'SRR10344791', 'SRR10344792', 'SRR10344793', 'SRR10344794', 'SRR10344795', 'SRR10344796', 'SRR10344797']",1,False,,
96,SRR10344794,,ChIP-Seq,50,838320600,PRJNA579487,SAMN13112394,352592399,,human aortic endothelial cell,GEO,public,"sra,fastq","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX7054595,GSM4139523,Illumina HiSeq 4000,SINGLE,ChIP,GENOMIC,Homo sapiens,ILLUMINA,2020-06-02T00:00:00Z,GSM4139523,human aortic endothelial cell_untreated_h327ac,SRP226959,untreated,GSE139377,Active Motif #39135,,,donor49,6 to 10,,,,,,,input,"['SRR10344750', 'SRR10344751', 'SRR10344752', 'SRR10344753', 'SRR10344754', 'SRR10344755', 'SRR10344756', 'SRR10344757', 'SRR10344758', 'SRR10344759', 'SRR10344760', 'SRR10344761', 'SRR10344762', 'SRR10344763', 'SRR10344764', 'SRR10344765', 'SRR10344766', 'SRR10344767', 'SRR10344768', 'SRR10344769', 'SRR10344770', 'SRR10344771', 'SRR10344772', 'SRR10344773', 'SRR10344774', 'SRR10344775', 'SRR10344776', 'SRR10344777', 'SRR10344778', 'SRR10344779', 'SRR10344780', 'SRR10344781', 'SRR10344782', 'SRR10344783', 'SRR10344784', 'SRR10344785', 'SRR10344786', 'SRR10344787', 'SRR10344788', 'SRR10344789', 'SRR10344790', 'SRR10344791', 'SRR10344792', 'SRR10344793', 'SRR10344794', 'SRR10344795', 'SRR10344796', 'SRR10344797']",1,False,,
97,SRR10344795,,ChIP-Seq,50,982037700,PRJNA579487,SAMN13112393,391957901,,human aortic endothelial cell,GEO,public,"fastq,sra","gs,s3,ncbi","gs.US,s3.us-east-1,ncbi.public",SRX7054596,GSM4139524,Illumina HiSeq 4000,SINGLE,ChIP,GENOMIC,Homo sapiens,ILLUMINA,2020-06-02T00:00:00Z,GSM4139524,human aortic endothelial cell_untreated_h327ac,SRP226959,untreated,GSE139377,Active Motif #39135,,,donor51,6 to 10,,,,,,,input,"['SRR10344750', 'SRR10344751', 'SRR10344752', 'SRR10344753', 'SRR10344754', 'SRR10344755', 'SRR10344756', 'SRR10344757', 'SRR10344758', 'SRR10344759', 'SRR10344760', 'SRR10344761', 'SRR10344762', 'SRR10344763', 'SRR10344764', 'SRR10344765', 'SRR10344766', 'SRR10344767', 'SRR10344768', 'SRR10344769', 'SRR10344770', 'SRR10344771', 'SRR10344772', 'SRR10344773', 'SRR10344774', 'SRR10344775', 'SRR10344776', 'SRR10344777', 'SRR10344778', 'SRR10344779', 'SRR10344780', 'SRR10344781', 'SRR10344782', 'SRR10344783', 'SRR10344784', 'SRR10344785', 'SRR10344786', 'SRR10344787', 'SRR10344788', 'SRR10344789', 'SRR10344790', 'SRR10344791', 'SRR10344792', 'SRR10344793', 'SRR10344794', 'SRR10344795', 'SRR10344796', 'SRR10344797']",1,False,,
98,SRR10344796,,ChIP-Seq,50,537901300,PRJNA579487,SAMN13112392,218299504,,human aortic endothelial cell,GEO,public,"fastq,sra","ncbi,s3,gs","gs.US,ncbi.public,s3.us-east-1",SRX7054597,GSM4139525,Illumina HiSeq 4000,SINGLE,ChIP,GENOMIC,Homo sapiens,ILLUMINA,2020-06-02T00:00:00Z,GSM4139525,human aortic endothelial cell_untreated_h327ac,SRP226959,untreated,GSE139377,Active Motif #39135,,,donor52,6 to 10,,,,,,,input,"['SRR10344750', 'SRR10344751', 'SRR10344752', 'SRR10344753', 'SRR10344754', 'SRR10344755', 'SRR10344756', 'SRR10344757', 'SRR10344758', 'SRR10344759', 'SRR10344760', 'SRR10344761', 'SRR10344762', 'SRR10344763', 'SRR10344764', 'SRR10344765', 'SRR10344766', 'SRR10344767', 'SRR10344768', 'SRR10344769', 'SRR10344770', 'SRR10344771', 'SRR10344772', 'SRR10344773', 'SRR10344774', 'SRR10344775', 'SRR10344776', 'SRR10344777', 'SRR10344778', 'SRR10344779', 'SRR10344780', 'SRR10344781', 'SRR10344782', 'SRR10344783', 'SRR10344784', 'SRR10344785', 'SRR10344786', 'SRR10344787', 'SRR10344788', 'SRR10344789', 'SRR10344790', 'SRR10344791', 'SRR10344792', 'SRR10344793', 'SRR10344794', 'SRR10344795', 'SRR10344796', 'SRR10344797']",1,False,,
99,SRR10344797,,ChIP-Seq,50,2122684150,PRJNA579487,SAMN13112391,798585999,,human aortic endothelial cell,GEO,public,"fastq,sra","ncbi,s3,gs","gs.US,ncbi.public,s3.us-east-1",SRX7054598,GSM4139526,Illumina HiSeq 4000,SINGLE,ChIP,GENOMIC,Homo sapiens,ILLUMINA,2020-06-02T00:00:00Z,GSM4139526,human aortic endothelial cell_untreated_h327ac,SRP226959,untreated,GSE139377,Active Motif #39135,,,donor53,6 to 10,,,,,,,input,"['SRR10344750', 'SRR10344751', 'SRR10344752', 'SRR10344753', 'SRR10344754', 'SRR10344755', 'SRR10344756', 'SRR10344757', 'SRR10344758', 'SRR10344759', 'SRR10344760', 'SRR10344761', 'SRR10344762', 'SRR10344763', 'SRR10344764', 'SRR10344765', 'SRR10344766', 'SRR10344767', 'SRR10344768', 'SRR10344769', 'SRR10344770', 'SRR10344771', 'SRR10344772', 'SRR10344773', 'SRR10344774', 'SRR10344775', 'SRR10344776', 'SRR10344777', 'SRR10344778', 'SRR10344779', 'SRR10344780', 'SRR10344781', 'SRR10344782', 'SRR10344783', 'SRR10344784', 'SRR10344785', 'SRR10344786', 'SRR10344787', 'SRR10344788', 'SRR10344789', 'SRR10344790', 'SRR10344791', 'SRR10344792', 'SRR10344793', 'SRR10344794', 'SRR10344795', 'SRR10344796', 'SRR10344797']",1,False,,
100,SRR10344798,,ChIP-Seq,50,1129746000,PRJNA579487,SAMN13112390,453147927,,human aortic endothelial cell,GEO,public,"fastq,sra","s3,gs,ncbi","gs.US,s3.us-east-1,ncbi.public",SRX7054599,GSM4139527,Illumina HiSeq 4000,SINGLE,ChIP,GENOMIC,Homo sapiens,ILLUMINA,2020-06-02T00:00:00Z,GSM4139527,human aortic endothelial cell_IL-1B treated_h327ac,SRP226959,IL-1B treated,GSE139377,Active Motif #39135,,,donor1,6 to 10,,,,,,,input,"['SRR10344798', 'SRR10344799', 'SRR10344800', 'SRR10344801', 'SRR10344802', 'SRR10344803', 'SRR10344804', 'SRR10344805', 'SRR10344806', 'SRR10344807', 'SRR10344808', 'SRR10344809', 'SRR10344810', 'SRR10344814', 'SRR10344815', 'SRR10344816', 'SRR10344817', 'SRR10344818', 'SRR10344819', 'SRR10344820', 'SRR10344821', 'SRR10344822', 'SRR10344823', 'SRR10344824', 'SRR10344825', 'SRR10344826', 'SRR10344827', 'SRR10344828', 'SRR10344829', 'SRR10344830', 'SRR10344831', 'SRR10344832', 'SRR10344833', 'SRR10344834', 'SRR10344835', 'SRR10344836', 'SRR10344837', 'SRR10344838', 'SRR10344839', 'SRR10344840', 'SRR10344841']",1,False,,
101,SRR10344799,,ChIP-Seq,50,1004695150,PRJNA579487,SAMN13112389,394772405,,human aortic endothelial cell,GEO,public,"sra,fastq","ncbi,gs,s3","gs.US,s3.us-east-1,ncbi.public",SRX7054600,GSM4139528,Illumina HiSeq 4000,SINGLE,ChIP,GENOMIC,Homo sapiens,ILLUMINA,2020-06-02T00:00:00Z,GSM4139528,human aortic endothelial cell_IL-1B treated_h327ac,SRP226959,IL-1B treated,GSE139377,Active Motif #39135,,,donor2,6 to 10,,,,,,,input,"['SRR10344798', 'SRR10344799', 'SRR10344800', 'SRR10344801', 'SRR10344802', 'SRR10344803', 'SRR10344804', 'SRR10344805', 'SRR10344806', 'SRR10344807', 'SRR10344808', 'SRR10344809', 'SRR10344810', 'SRR10344814', 'SRR10344815', 'SRR10344816', 'SRR10344817', 'SRR10344818', 'SRR10344819', 'SRR10344820', 'SRR10344821', 'SRR10344822', 'SRR10344823', 'SRR10344824', 'SRR10344825', 'SRR10344826', 'SRR10344827', 'SRR10344828', 'SRR10344829', 'SRR10344830', 'SRR10344831', 'SRR10344832', 'SRR10344833', 'SRR10344834', 'SRR10344835', 'SRR10344836', 'SRR10344837', 'SRR10344838', 'SRR10344839', 'SRR10344840', 'SRR10344841']",1,False,,
102,SRR10344800,,ChIP-Seq,50,864542500,PRJNA579487,SAMN13112388,335382563,,human aortic endothelial cell,GEO,public,"fastq,sra","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.US",SRX7054601,GSM4139529,Illumina HiSeq 4000,SINGLE,ChIP,GENOMIC,Homo sapiens,ILLUMINA,2020-06-02T00:00:00Z,GSM4139529,human aortic endothelial cell_IL-1B treated_h327ac,SRP226959,IL-1B treated,GSE139377,Active Motif #39135,,,donor2,6 to 10,,,,,,,input,"['SRR10344798', 'SRR10344799', 'SRR10344800', 'SRR10344801', 'SRR10344802', 'SRR10344803', 'SRR10344804', 'SRR10344805', 'SRR10344806', 'SRR10344807', 'SRR10344808', 'SRR10344809', 'SRR10344810', 'SRR10344814', 'SRR10344815', 'SRR10344816', 'SRR10344817', 'SRR10344818', 'SRR10344819', 'SRR10344820', 'SRR10344821', 'SRR10344822', 'SRR10344823', 'SRR10344824', 'SRR10344825', 'SRR10344826', 'SRR10344827', 'SRR10344828', 'SRR10344829', 'SRR10344830', 'SRR10344831', 'SRR10344832', 'SRR10344833', 'SRR10344834', 'SRR10344835', 'SRR10344836', 'SRR10344837', 'SRR10344838', 'SRR10344839', 'SRR10344840', 'SRR10344841']",1,False,,
103,SRR10344801,,ChIP-Seq,50,297006350,PRJNA579487,SAMN13112387,111349982,,human aortic endothelial cell,GEO,public,"sra,fastq","ncbi,gs,s3","gs.US,s3.us-east-1,ncbi.public",SRX7054602,GSM4139530,Illumina HiSeq 4000,SINGLE,ChIP,GENOMIC,Homo sapiens,ILLUMINA,2020-06-02T00:00:00Z,GSM4139530,human aortic endothelial cell_IL-1B treated_h327ac,SRP226959,IL-1B treated,GSE139377,Active Motif #39135,,,donor3,6 to 10,,,,,,,input,"['SRR10344798', 'SRR10344799', 'SRR10344800', 'SRR10344801', 'SRR10344802', 'SRR10344803', 'SRR10344804', 'SRR10344805', 'SRR10344806', 'SRR10344807', 'SRR10344808', 'SRR10344809', 'SRR10344810', 'SRR10344814', 'SRR10344815', 'SRR10344816', 'SRR10344817', 'SRR10344818', 'SRR10344819', 'SRR10344820', 'SRR10344821', 'SRR10344822', 'SRR10344823', 'SRR10344824', 'SRR10344825', 'SRR10344826', 'SRR10344827', 'SRR10344828', 'SRR10344829', 'SRR10344830', 'SRR10344831', 'SRR10344832', 'SRR10344833', 'SRR10344834', 'SRR10344835', 'SRR10344836', 'SRR10344837', 'SRR10344838', 'SRR10344839', 'SRR10344840', 'SRR10344841']",1,False,,
104,SRR10344802,,ChIP-Seq,50,832211950,PRJNA579487,SAMN13112427,315593976,,human aortic endothelial cell,GEO,public,"fastq,sra","s3,gs,ncbi","gs.US,ncbi.public,s3.us-east-1",SRX7054603,GSM4139531,Illumina HiSeq 4000,SINGLE,ChIP,GENOMIC,Homo sapiens,ILLUMINA,2020-06-02T00:00:00Z,GSM4139531,human aortic endothelial cell_IL-1B treated_h327ac,SRP226959,IL-1B treated,GSE139377,Active Motif #39135,,,donor4,6 to 10,,,,,,,input,"['SRR10344798', 'SRR10344799', 'SRR10344800', 'SRR10344801', 'SRR10344802', 'SRR10344803', 'SRR10344804', 'SRR10344805', 'SRR10344806', 'SRR10344807', 'SRR10344808', 'SRR10344809', 'SRR10344810', 'SRR10344814', 'SRR10344815', 'SRR10344816', 'SRR10344817', 'SRR10344818', 'SRR10344819', 'SRR10344820', 'SRR10344821', 'SRR10344822', 'SRR10344823', 'SRR10344824', 'SRR10344825', 'SRR10344826', 'SRR10344827', 'SRR10344828', 'SRR10344829', 'SRR10344830', 'SRR10344831', 'SRR10344832', 'SRR10344833', 'SRR10344834', 'SRR10344835', 'SRR10344836', 'SRR10344837', 'SRR10344838', 'SRR10344839', 'SRR10344840', 'SRR10344841']",1,False,,
105,SRR10344803,,ChIP-Seq,50,1606884450,PRJNA579487,SAMN13112426,613823553,,human aortic endothelial cell,GEO,public,"fastq,sra","ncbi,s3,gs","ncbi.public,gs.US,s3.us-east-1",SRX7054604,GSM4139532,Illumina HiSeq 4000,SINGLE,ChIP,GENOMIC,Homo sapiens,ILLUMINA,2020-06-02T00:00:00Z,GSM4139532,human aortic endothelial cell_IL-1B treated_h327ac,SRP226959,IL-1B treated,GSE139377,Active Motif #39135,,,donor5,6 to 10,,,,,,,input,"['SRR10344798', 'SRR10344799', 'SRR10344800', 'SRR10344801', 'SRR10344802', 'SRR10344803', 'SRR10344804', 'SRR10344805', 'SRR10344806', 'SRR10344807', 'SRR10344808', 'SRR10344809', 'SRR10344810', 'SRR10344814', 'SRR10344815', 'SRR10344816', 'SRR10344817', 'SRR10344818', 'SRR10344819', 'SRR10344820', 'SRR10344821', 'SRR10344822', 'SRR10344823', 'SRR10344824', 'SRR10344825', 'SRR10344826', 'SRR10344827', 'SRR10344828', 'SRR10344829', 'SRR10344830', 'SRR10344831', 'SRR10344832', 'SRR10344833', 'SRR10344834', 'SRR10344835', 'SRR10344836', 'SRR10344837', 'SRR10344838', 'SRR10344839', 'SRR10344840', 'SRR10344841']",1,False,,
106,SRR10344804,,ChIP-Seq,50,1184093300,PRJNA579487,SAMN13112425,473729277,,human aortic endothelial cell,GEO,public,"sra,fastq","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.US",SRX7054605,GSM4139533,Illumina HiSeq 4000,SINGLE,ChIP,GENOMIC,Homo sapiens,ILLUMINA,2020-06-02T00:00:00Z,GSM4139533,human aortic endothelial cell_IL-1B treated_h327ac,SRP226959,IL-1B treated,GSE139377,Active Motif #39135,,,donor7,6 to 10,,,,,,,input,"['SRR10344798', 'SRR10344799', 'SRR10344800', 'SRR10344801', 'SRR10344802', 'SRR10344803', 'SRR10344804', 'SRR10344805', 'SRR10344806', 'SRR10344807', 'SRR10344808', 'SRR10344809', 'SRR10344810', 'SRR10344814', 'SRR10344815', 'SRR10344816', 'SRR10344817', 'SRR10344818', 'SRR10344819', 'SRR10344820', 'SRR10344821', 'SRR10344822', 'SRR10344823', 'SRR10344824', 'SRR10344825', 'SRR10344826', 'SRR10344827', 'SRR10344828', 'SRR10344829', 'SRR10344830', 'SRR10344831', 'SRR10344832', 'SRR10344833', 'SRR10344834', 'SRR10344835', 'SRR10344836', 'SRR10344837', 'SRR10344838', 'SRR10344839', 'SRR10344840', 'SRR10344841']",1,False,,
107,SRR10344805,,ChIP-Seq,50,1438846300,PRJNA579487,SAMN13112424,606181259,,human aortic endothelial cell,GEO,public,"fastq,sra","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.US",SRX7054606,GSM4139534,Illumina HiSeq 4000,SINGLE,ChIP,GENOMIC,Homo sapiens,ILLUMINA,2020-06-02T00:00:00Z,GSM4139534,human aortic endothelial cell_IL-1B treated_h327ac,SRP226959,IL-1B treated,GSE139377,Active Motif #39135,,,donor9,6 to 10,,,,,,,input,"['SRR10344798', 'SRR10344799', 'SRR10344800', 'SRR10344801', 'SRR10344802', 'SRR10344803', 'SRR10344804', 'SRR10344805', 'SRR10344806', 'SRR10344807', 'SRR10344808', 'SRR10344809', 'SRR10344810', 'SRR10344814', 'SRR10344815', 'SRR10344816', 'SRR10344817', 'SRR10344818', 'SRR10344819', 'SRR10344820', 'SRR10344821', 'SRR10344822', 'SRR10344823', 'SRR10344824', 'SRR10344825', 'SRR10344826', 'SRR10344827', 'SRR10344828', 'SRR10344829', 'SRR10344830', 'SRR10344831', 'SRR10344832', 'SRR10344833', 'SRR10344834', 'SRR10344835', 'SRR10344836', 'SRR10344837', 'SRR10344838', 'SRR10344839', 'SRR10344840', 'SRR10344841']",1,False,,
108,SRR10344806,,ChIP-Seq,50,1109671400,PRJNA579487,SAMN13112423,432558211,,human aortic endothelial cell,GEO,public,"fastq,sra","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.US",SRX7054607,GSM4139535,Illumina HiSeq 4000,SINGLE,ChIP,GENOMIC,Homo sapiens,ILLUMINA,2020-06-02T00:00:00Z,GSM4139535,human aortic endothelial cell_IL-1B treated_h327ac,SRP226959,IL-1B treated,GSE139377,Active Motif #39135,,,donor10,6 to 10,,,,,,,input,"['SRR10344798', 'SRR10344799', 'SRR10344800', 'SRR10344801', 'SRR10344802', 'SRR10344803', 'SRR10344804', 'SRR10344805', 'SRR10344806', 'SRR10344807', 'SRR10344808', 'SRR10344809', 'SRR10344810', 'SRR10344814', 'SRR10344815', 'SRR10344816', 'SRR10344817', 'SRR10344818', 'SRR10344819', 'SRR10344820', 'SRR10344821', 'SRR10344822', 'SRR10344823', 'SRR10344824', 'SRR10344825', 'SRR10344826', 'SRR10344827', 'SRR10344828', 'SRR10344829', 'SRR10344830', 'SRR10344831', 'SRR10344832', 'SRR10344833', 'SRR10344834', 'SRR10344835', 'SRR10344836', 'SRR10344837', 'SRR10344838', 'SRR10344839', 'SRR10344840', 'SRR10344841']",1,False,,
